angle,x,y,u
-45,0.00505050505049548,0.0,1.2823794676216986
-45,0.9949494949494817,0.0,0.9923636826612849
-45,0.015151515151486524,0.0,1.3317736348486742
-45,0.025252525252477356,0.0,1.3812292920706692
-45,0.0353535353534669,0.0,1.344815578041866
-45,0.04545454545445497,0.0,1.2929070671169602
-45,0.0555555555554431,0.0,1.3093070297701122
-45,0.06565656565643357,0.0,1.329929765866231
-45,0.07575757575742703,0.0,1.300475467196319
-45,0.08585858585842165,0.0,1.2433450329878952
-45,0.09595959595941628,0.0,1.2331559135146928
-45,0.1060606060604109,0.0,1.24604278061441
-45,0.11616161616140486,0.0,1.2360757548580081
-45,0.12626262626239484,0.0,1.2189711103606362
-45,0.13636363636337873,0.0,1.2293260220544633
-45,0.14646464646435964,0.0,1.2737335685524216
-45,0.1565656565653403,0.0,1.3089710692502232
-45,0.1666666666663209,0.0,1.3344051286203353
-45,0.17676767676730148,0.0,1.3883528636066826
-45,0.18686868686828212,0.0,1.4749589388942324
-45,0.1969696969692627,0.0,1.5437066572112672
-45,0.20707070707024333,0.0,1.5668698318071634
-45,0.21717171717122402,0.0,1.6059777574736485
-45,0.2272727272722046,0.0,1.6496713885013907
-45,0.23737373737318518,0.0,1.6883611449054716
-45,0.24747474747416578,0.0,1.621869207651109
-45,0.2575757575751464,0.0,1.5962536411769521
-45,0.267676767676127,0.0,1.5771442189947202
-45,0.27777777777710766,0.0,1.5570842948677532
-45,0.2878787878780883,0.0,1.465503621299825
-45,0.2979797979790689,0.0,1.3876105347501595
-45,0.3080808080800495,0.0,1.3221152958869251
-45,0.3181818181810302,0.0,1.194052790532825
-45,0.32828282828201083,0.0,0.9974611411841726
-45,0.3383838383829914,0.0,0.8067134420168689
-45,0.348484848483972,0.0,0.6296003452294247
-45,0.3585858585849525,0.0,0.4941867712447479
-45,0.3686868686859332,0.0,0.4932221996945171
-45,0.3787878787869139,0.0,0.6602674470519084
-45,0.3888888888878945,0.0,0.8500670617285369
-45,0.3989898989888751,0.0,1.0075508818539274
-45,0.4090909090898557,0.0,1.1553506973459466
-45,0.4191919191908363,0.0,1.2873402655860278
-45,0.42929292929181695,0.0,1.3556266225690212
-45,0.4393939393927976,0.0,1.34795993065856
-45,0.4494949494937782,0.0,1.3037301771849383
-45,0.4595959595947588,0.0,1.2132919959172
-45,0.4696969696957394,0.0,1.0732480737985666
-45,0.47979797979672,0.0,0.9672262386411024
-45,0.48989898989770253,0.0,0.9973234799814642
-45,0.49999999999869915,0.0,1.0918137579415592
-45,0.5101010100997199,0.0,1.1409170152828836
-45,0.5202020202007547,0.0,1.1402414076694132
-45,0.5303030303017915,0.0,1.123661541514287
-45,0.5404040404028283,0.0,1.075467247228045
-45,0.550505050503865,0.0,0.9821005112483302
-45,0.5606060606049017,0.0,0.8842354484558004
-45,0.5707070707059385,0.0,0.8314006678799643
-45,0.5808080808069753,0.0,0.8452203055177667
-45,0.5909090909080119,0.0,0.9104348538328068
-45,0.6010101010090487,0.0,0.9823656461715691
-45,0.6111111111100854,0.0,1.0155915447996933
-45,0.6212121212111221,0.0,1.030414652730704
-45,0.6313131313121589,0.0,1.0777056939075755
-45,0.6414141414131957,0.0,1.132902922565293
-45,0.6515151515142324,0.0,1.1215578661555257
-45,0.6616161616152691,0.0,1.0366019265733326
-45,0.671717171716306,0.0,0.9488984967174319
-45,0.6818181818173427,0.0,0.9070883532073553
-45,0.6919191919183794,0.0,0.9008143641047633
-45,0.7020202020194162,0.0,0.9337048232107986
-45,0.7121212121204528,0.0,1.0165381087651868
-45,0.7222222222214896,0.0,1.0936566423216572
-45,0.7323232323225264,0.0,1.105073034827026
-45,0.7424242424235631,0.0,1.046336744154904
-45,0.7525252525245998,0.0,0.9576569127930498
-45,0.7626262626256366,0.0,0.8919930187121509
-45,0.7727272727266734,0.0,0.9209018354853254
-45,0.7828282828277101,0.0,1.0074019254175288
-45,0.7929292929287468,0.0,1.0743753954787016
-45,0.8030303030297836,0.0,1.0736803940259434
-45,0.8131313131308202,0.0,1.0123493455640178
-45,0.823232323231857,0.0,0.9455544437050019
-45,0.8333333333328938,0.0,0.9221576649997669
-45,0.8434343434339305,0.0,0.9978423217090185
-45,0.8535353535349672,0.0,1.0765309648129855
-45,0.863636363636004,0.0,1.0656857150631664
-45,0.8737373737370409,0.0,0.9706661395802156
-45,0.8838383838380776,0.0,0.9133929456640543
-45,0.8939393939391143,0.0,0.9756308794714214
-45,0.9040404040401511,0.0,1.0613329142163708
-45,0.9141414141411878,0.0,1.0551073788383327
-45,0.9242424242422245,0.0,0.9714632357837337
-45,0.9343434343432613,0.0,0.9259292746292325
-45,0.944444444444298,0.0,0.9879127372261364
-45,0.9545454545453347,0.0,1.049017516742271
-45,0.9646464646463715,0.0,1.0503029333956908
-45,0.9747474747474083,0.0,0.9671537040536214
-45,0.984848484848445,0.0,0.9271646566642122
0,0.00505050505049548,0.0,1.1098324510146214
0,0.9949494949494817,0.0,1.0067208036126014
0,0.015151515151486524,0.0,1.005423241965409
0,0.025252525252477356,0.0,0.8794691449447788
0,0.0353535353534669,0.0,0.7731555778426126
0,0.04545454545445497,0.0,0.7519696588465902
0,0.0555555555554431,0.0,0.8481503203278524
0,0.06565656565643357,0.0,1.0364509067099383
0,0.07575757575742703,0.0,1.214261556168744
0,0.08585858585842165,0.0,1.3486706210680106
0,0.09595959595941628,0.0,1.4120210002742195
0,0.1060606060604109,0.0,1.3960557741158197
0,0.11616161616140486,0.0,1.3002985953918342
0,0.12626262626239484,0.0,1.1259911884042992
0,0.13636363636337873,0.0,0.8683925796084313
0,0.14646464646435964,0.0,0.6131573227493875
0,0.1565656565653403,0.0,0.4862900547083178
0,0.1666666666663209,0.0,0.5545984850980901
0,0.17676767676730148,0.0,0.7786865242651155
0,0.18686868686828212,0.0,1.0104278698338292
0,0.1969696969692627,0.0,1.2106640390326566
0,0.20707070707024333,0.0,1.3868492319069634
0,0.21717171717122402,0.0,1.5202596645548077
0,0.2272727272722046,0.0,1.6203066793381407
0,0.23737373737318518,0.0,1.6963842579157227
0,0.24747474747416578,0.0,1.7411745571579365
0,0.2575757575751464,0.0,1.7536508426215653
0,0.267676767676127,0.0,1.662046972812789
0,0.27777777777710766,0.0,1.619591100374201
0,0.2878787878780883,0.0,1.5102365528006456
0,0.2979797979790689,0.0,1.2723576109469867
0,0.3080808080800495,0.0,1.0276516989610351
0,0.3181818181810302,0.0,0.8388279554977847
0,0.32828282828201083,0.0,0.7527302469727205
0,0.3383838383829914,0.0,0.7941573805252601
0,0.348484848483972,0.0,0.9071263330715649
0,0.3585858585849525,0.0,1.0084375919107829
0,0.3686868686859332,0.0,1.0430626195203785
0,0.3787878787869139,0.0,0.9918341382353594
0,0.3888888888878945,0.0,0.8308363984836277
0,0.3989898989888751,0.0,0.6190258537242315
0,0.4090909090898557,0.0,0.44877790539341944
0,0.4191919191908363,0.0,0.4118176604801533
0,0.42929292929181695,0.0,0.5512683841294508
0,0.4393939393927976,0.0,0.8320742788420873
0,0.4494949494937782,0.0,1.064532225196678
0,0.4595959595947588,0.0,1.2087794671322614
0,0.4696969696957394,0.0,1.2915102808430525
0,0.47979797979672,0.0,1.316746365061602
0,0.48989898989770253,0.0,1.3319796592624145
0,0.49999999999869915,0.0,1.3596678334203185
0,0.5101010100997199,0.0,1.4128544165636827
0,0.5202020202007547,0.0,1.4859575996127241
0,0.5303030303017915,0.0,1.5558824605001078
0,0.5404040404028283,0.0,1.6220239831123537
0,0.550505050503865,0.0,1.6539344373124334
0,0.5606060606049017,0.0,1.6433992882434034
0,0.5707070707059385,0.0,1.6195851058223725
0,0.5808080808069753,0.0,1.5902004834039938
0,0.5909090909080119,0.0,1.5602960116259468
0,0.6010101010090487,0.0,1.5436124915376075
0,0.6111111111100854,0.0,1.5325682096350102
0,0.6212121212111221,0.0,1.532343240614926
0,0.6313131313121589,0.0,1.5353788238221173
0,0.6414141414131957,0.0,1.5229484517558605
0,0.6515151515142324,0.0,1.4734766744990866
0,0.6616161616152691,0.0,1.3712407466875143
0,0.671717171716306,0.0,1.204815611265084
0,0.6818181818173427,0.0,0.9715066593180596
0,0.6919191919183794,0.0,0.7058393012880809
0,0.7020202020194162,0.0,0.47897064221850355
0,0.7121212121204528,0.0,0.39574050664170607
0,0.7222222222214896,0.0,0.49113194759495904
0,0.7323232323225264,0.0,0.6827729438491017
0,0.7424242424235631,0.0,0.8672536383579019
0,0.7525252525245998,0.0,1.0094681471138371
0,0.7626262626256366,0.0,1.1352358381386152
0,0.7727272727266734,0.0,1.1139477449340802
0,0.7828282828277101,0.0,1.0706327929036188
0,0.7929292929287468,0.0,0.9934764720663702
0,0.8030303030297836,0.0,0.9235960135018497
0,0.8131313131308202,0.0,0.8791785417263999
0,0.823232323231857,0.0,0.8859324012606425
0,0.8333333333328938,0.0,0.984823277440207
0,0.8434343434339305,0.0,1.0931381949324854
0,0.8535353535349672,0.0,1.1792483300664154
0,0.863636363636004,0.0,1.2230016246897562
0,0.8737373737370409,0.0,1.2074741954919508
0,0.8838383838380776,0.0,1.1322733175622346
0,0.8939393939391143,0.0,1.0141541722682836
0,0.9040404040401511,0.0,0.893118857545082
0,0.9141414141411878,0.0,0.8129777953549185
0,0.9242424242422245,0.0,0.8235192258831379
0,0.9343434343432613,0.0,0.9072710412469275
0,0.944444444444298,0.0,1.0297658551212163
0,0.9545454545453347,0.0,1.0893352813644674
0,0.9646464646463715,0.0,1.1178804441985786
0,0.9747474747474083,0.0,1.1217182607512557
0,0.984848484848445,0.0,1.073581203275253
45,0.00505050505049548,0.0,1.0082910775142149
45,0.9949494949494817,0.0,1.2504318210947927
45,0.015151515151486524,0.0,1.0890607643126542
45,0.025252525252477356,0.0,1.0511366592812512
45,0.0353535353534669,0.0,0.9506861450610188
45,0.04545454545445497,0.0,0.9457304188953161
45,0.0555555555554431,0.0,1.0312475628604654
45,0.06565656565643357,0.0,1.075196803142832
45,0.07575757575742703,0.0,1.0261030686195913
45,0.08585858585842165,0.0,0.9488475452527838
45,0.09595959595941628,0.0,0.9416425103948974
45,0.1060606060604109,0.0,1.014508398527624
45,0.11616161616140486,0.0,1.0771499463610992
45,0.12626262626239484,0.0,1.0608237938483907
45,0.13636363636337873,0.0,0.973595400465824
45,0.14646464646435964,0.0,0.9178418459186759
45,0.1565656565653403,0.0,0.9672736177880299
45,0.1666666666663209,0.0,1.0595232326136255
45,0.17676767676730148,0.0,1.0932789214883831
45,0.18686868686828212,0.0,1.042516245090578
45,0.1969696969692627,0.0,0.95488540749114
45,0.20707070707024333,0.0,0.9114642056409814
45,0.21717171717122402,0.0,0.9546358910281169
45,0.2272727272722046,0.0,1.0366608307319118
45,0.23737373737318518,0.0,1.0916105202740902
45,0.24747474747416578,0.0,1.081530855421341
45,0.2575757575751464,0.0,1.0269573731937456
45,0.267676767676127,0.0,0.9557735006066949
45,0.27777777777710766,0.0,0.9205815044368447
45,0.2878787878780883,0.0,0.9123722256378501
45,0.2979797979790689,0.0,0.9539256407043981
45,0.3080808080800495,0.0,1.0371871449076977
45,0.3181818181810302,0.0,1.1314187638301378
45,0.32828282828201083,0.0,1.1847301186159003
45,0.3383838383829914,0.0,1.1489256035869264
45,0.348484848483972,0.0,1.0453809605973945
45,0.3585858585849525,0.0,0.9176671391831741
45,0.3686868686859332,0.0,0.8037171203787717
45,0.3787878787869139,0.0,0.7412930248307145
45,0.3888888888878945,0.0,0.8008769962553128
45,0.3989898989888751,0.0,0.983688735218011
45,0.4090909090898557,0.0,1.1901736915503702
45,0.4191919191908363,0.0,1.3344881667763666
45,0.42929292929181695,0.0,1.402910354209904
45,0.4393939393927976,0.0,1.4031153400219567
45,0.4494949494937782,0.0,1.3363390970124869
45,0.4595959595947588,0.0,1.2056141075608622
45,0.4696969696957394,0.0,1.0140506678175765
45,0.47979797979672,0.0,0.7962533352208294
45,0.48989898989770253,0.0,0.5913416971952248
45,0.49999999999869915,0.0,0.48179179209537293
45,0.5101010100997199,0.0,0.5220608310306157
45,0.5202020202007547,0.0,0.6779669517237354
45,0.5303030303017915,0.0,0.8673595215615437
45,0.5404040404028283,0.0,1.0338579227338658
45,0.550505050503865,0.0,1.1734215114307345
45,0.5606060606049017,0.0,1.2957064858512146
45,0.5707070707059385,0.0,1.4127867438014385
45,0.5808080808069753,0.0,1.526575873109688
45,0.5909090909080119,0.0,1.6093119766956336
45,0.6010101010090487,0.0,1.641027571721032
45,0.6111111111100854,0.0,1.628980328336245
45,0.6212121212111221,0.0,1.5783248195439197
45,0.6313131313121589,0.0,1.482370714951181
45,0.6414141414131957,0.0,1.3470955126441717
45,0.6515151515142324,0.0,1.23760649165223
45,0.6616161616152691,0.0,1.2049042345776082
45,0.671717171716306,0.0,1.2526564348797702
45,0.6818181818173427,0.0,1.3457638331673552
45,0.6919191919183794,0.0,1.4386775679131651
45,0.7020202020194162,0.0,1.4822887562527247
45,0.7121212121204528,0.0,1.4551887582353453
45,0.7222222222214896,0.0,1.3483041646421026
45,0.7323232323225264,0.0,1.1904555734060294
45,0.7424242424235631,0.0,0.9451566317725671
45,0.7525252525245998,0.0,0.6620293177473647
45,0.7626262626256366,0.0,0.5641222370857352
45,0.7727272727266734,0.0,0.45784791722580737
45,0.7828282828277101,0.0,0.5354077613006459
45,0.7929292929287468,0.0,0.7129714223984183
45,0.8030303030297836,0.0,0.9633770295157907
45,0.8131313131308202,0.0,1.1502855800217429
45,0.823232323231857,0.0,1.2916060924143098
45,0.8333333333328938,0.0,1.3892892743391287
45,0.8434343434339305,0.0,1.4989766664223008
45,0.8535353535349672,0.0,1.564211199746043
45,0.863636363636004,0.0,1.569980523686231
45,0.8737373737370409,0.0,1.5821266226371558
45,0.8838383838380776,0.0,1.614451865449661
45,0.8939393939391143,0.0,1.604426890000615
45,0.9040404040401511,0.0,1.527417829139171
45,0.9141414141411878,0.0,1.5004727743846198
45,0.9242424242422245,0.0,1.5282458281029108
45,0.9343434343432613,0.0,1.5372210612859187
45,0.944444444444298,0.0,1.5021751543487465
45,0.9545454545453347,0.0,1.3772591840986323
45,0.9646464646463715,0.0,1.3407342356455985
45,0.9747474747474083,0.0,1.4110974560391718
45,0.984848484848445,0.0,1.3110384458955096
